,dimX,dimY,label,price,cpu_cores
11483,-116.72358,-51.475933,Intel,1062.99,4.0
11484,-14.525089,-166.43118,Intel,2398.99,16.0
11485,162.37672,-10.714013,Intel,1524.99,8.0
11486,27.023136,-55.92088,Intel,1047.99,6.0
11487,-63.092876,99.21578,Intel,1743.99,12.0
11488,156.89346,-48.604263,Intel,2451.99,8.0
11489,25.174978,159.72386,Intel,1816.99,12.0
11490,-92.951225,-117.00025,Intel,1972.99,8.0
11491,116.557526,149.48665,Intel,2122.99,12.0
11492,-95.57279,53.085003,Intel,2771.99,18.0
11493,197.2243,-57.802647,AMD,2544.99,14.0
11494,111.27596,29.251156,AMD,2184.99,8.0
11495,36.433537,43.464584,Intel,2723.99,14.0
11496,51.532875,-153.95615,AMD,1655.99,6.0
11497,-95.57279,53.085003,AMD,1075.99,4.0
11498,90.19474,-46.550915,Intel,1686.99,6.0
11499,-163.92444,44.249107,AMD,2124.99,6.0
11500,14.336592,-119.64362,Intel,2587.99,14.0
11501,114.204666,-67.645,Apple,2108.99,6.0
11502,156.89346,-48.604263,AMD,2504.99,10.0
11503,-231.91193,-0.13109145,Intel,2230.99,16.0
11504,7.9355335,0.48801294,AMD,1439.99,8.0
11505,25.174978,159.72386,Intel,1985.99,18.0
11506,-59.08689,-136.44429,,,
11507,-132.88757,94.4211,AMD,1895.99,8.0
11508,-52.147915,-232.29776,Intel,1997.99,16.0
11509,211.36565,-93.32966,Intel,1318.99,6.0
11510,-163.92444,44.249107,AMD,2237.99,8.0
11511,73.460655,142.07138,AMD,1398.99,8.0
11512,90.19474,-46.550915,Intel,2448.99,12.0
11513,69.95296,51.493423,Intel,2269.99,12.0
11514,-106.98069,-85.230606,Intel,2384.99,12.0
11515,-55.45012,-2.2019682,AMD,1345.99,6.0
11516,211.36565,-93.32966,AMD,1266.99,8.0
11517,-188.02707,-1.9425212,Intel,2670.99,14.0
11518,87.404274,-84.75674,AMD,2644.99,16.0
11519,-37.628265,-204.37656,Intel,1755.99,10.0
11520,-17.99132,-43.921856,Intel,1770.99,6.0
11521,-117.41813,-1.5005687,AMD,1479.99,6.0
11522,68.01985,-64.95911,Apple,1460.99,6.0
11523,38.88242,-197.37422,AMD,1734.99,6.0
11524,114.204666,-67.645,Intel,1175.99,8.0
11525,-37.628265,-204.37656,Intel,2216.99,12.0
11526,-23.716278,159.64517,Intel,2323.99,14.0
11527,5.270315,2.6134632,Intel,1150.99,6.0
11528,-14.525089,-166.43118,,,
11529,73.460655,142.07138,AMD,930.99,6.0
11530,25.174978,159.72386,Intel,2237.99,14.0
11531,-132.88757,94.4211,AMD,1687.99,12.0
11532,38.79129,104.69,Intel,2061.99,8.0
11533,27.023136,-55.92088,AMD,1975.99,8.0
11534,-63.092876,99.21578,Intel,1946.99,10.0
11535,-26.932652,52.914967,Apple,1598.99,4.0
11536,33.98748,-24.882854,,,
11537,21.911768,-214.85094,AMD,2109.99,14.0
11538,-104.9796,160.82092,Intel,2044.99,8.0
11539,-212.13824,-85.892395,Apple,1966.99,12.0
11540,2.368884,-77.704285,AMD,1584.99,6.0
11541,216.1689,-19.825731,Intel,2286.99,14.0
11542,-138.61241,-79.92062,AMD,2072.99,8.0
11543,14.336592,-119.64362,AMD,2052.99,16.0
11544,38.79129,104.69,Intel,2135.99,12.0
11545,-98.78254,91.86059,AMD,1932.99,14.0
11546,27.023136,-55.92088,Intel,1468.99,8.0
11547,-55.45012,-2.2019682,Apple,1751.99,6.0
11548,-26.932652,52.914967,Intel,2172.99,12.0
11549,60.10746,-44.772198,Intel,1504.99,6.0
11550,-92.951225,-117.00025,AMD,1995.99,12.0
11551,156.89346,-48.604263,Intel,2312.99,20.0
11552,-76.11719,146.84181,Intel,1857.99,6.0
11553,-188.02707,-1.9425212,Intel,1800.99,4.0
11554,138.78665,-105.65784,Intel,1690.99,6.0
11555,190.00186,44.638344,Intel,2529.99,10.0
11556,69.95296,51.493423,Intel,1678.99,10.0
11557,-90.97176,-30.87466,Intel,1949.99,12.0
11558,192.85696,9.836803,Intel,1584.99,10.0
11559,-55.45012,-2.2019682,Intel,2174.99,12.0
11560,106.09195,-112.53589,Intel,2719.99,16.0
11561,81.25403,-1.3463936,AMD,2152.99,12.0
11562,-109.34416,-146.87877,,,
11563,72.799515,-11.755428,AMD,2361.99,12.0
11564,51.532875,-153.95615,AMD,2437.99,8.0
11565,105.17814,63.015797,Intel,1625.99,8.0
11566,-14.525089,-166.43118,Intel,1652.99,8.0
11567,25.174978,159.72386,Intel,1602.99,8.0
11568,-26.932652,52.914967,Apple,2307.99,12.0
11569,111.27596,29.251156,Intel,1069.99,8.0
11570,14.336592,-119.64362,Intel,1751.99,8.0
11571,162.37672,-10.714013,Intel,1213.99,6.0
11572,-132.88757,94.4211,Intel,3031.99,16.0
11573,42.597694,-40.797943,Intel,1423.99,4.0
11574,114.204666,-67.645,Intel,1837.99,12.0
11575,28.119934,10.864294,AMD,1392.99,12.0
11576,-55.45012,-2.2019682,Intel,1750.99,14.0
11577,-75.193504,-90.70078,AMD,1552.99,6.0
11578,211.7444,73.75276,AMD,1437.99,6.0
11579,-127.44723,140.5167,AMD,1294.99,6.0
11580,-95.57279,53.085003,Intel,1585.99,6.0
11581,160.85072,110.45426,AMD,1331.99,6.0
11582,-167.56973,128.09465,Intel,2048.99,18.0
11583,-59.08689,-136.44429,AMD,3107.99,18.0
11584,186.15352,96.361115,AMD,2010.99,8.0
11585,87.404274,-84.75674,Intel,1620.99,12.0
11586,-15.215319,-58.924305,AMD,1622.99,8.0
11587,164.88118,-139.8018,Intel,1416.99,6.0
11588,-92.951225,-117.00025,Intel,2398.99,10.0
11589,138.78665,-105.65784,AMD,2398.99,12.0
11590,38.79129,104.69,Intel,2439.99,16.0
11591,51.532875,-153.95615,AMD,1373.99,4.0
11592,-75.193504,-90.70078,Apple,1710.99,10.0
11593,38.79129,104.69,Intel,1968.99,8.0
11594,131.86388,-186.3293,Intel,1660.99,4.0
11595,38.79129,104.69,,,
11596,2.368884,-77.704285,AMD,961.99,6.0
11597,38.79129,104.69,Intel,1331.99,4.0
11598,14.336592,-119.64362,Intel,1301.99,12.0
11599,-8.483483,20.169714,AMD,1893.99,14.0
11600,111.27596,29.251156,AMD,1068.99,6.0
11601,-29.570103,90.67899,AMD,2057.99,18.0
11602,164.88118,-139.8018,Intel,1396.99,4.0
11603,-23.716278,159.64517,AMD,1145.99,6.0
11604,182.15721,-32.804153,Intel,1417.99,6.0
11605,25.174978,159.72386,Apple,2367.99,10.0
11606,-75.193504,-90.70078,Intel,1212.99,6.0
11607,80.59123,19.831106,AMD,2230.99,16.0
11608,-130.47168,33.035503,AMD,1813.99,12.0
11609,11.769568,25.896296,Intel,2156.99,8.0
11610,-105.62371,191.73529,Apple,1195.99,4.0
11611,69.95296,51.493423,Apple,3376.99,16.0
11612,197.2243,-57.802647,Intel,1945.99,12.0
11613,-117.41813,-1.5005687,Intel,1698.99,6.0
11614,160.85072,110.45426,Intel,1728.99,12.0
11615,124.38167,68.22721,Intel,1443.99,4.0
11616,14.336592,-119.64362,Intel,2575.99,12.0
11617,14.336592,-119.64362,Intel,1774.99,10.0
11618,-59.08689,-136.44429,,,
11619,51.532875,-153.95615,Intel,1244.99,6.0
11620,69.95296,51.493423,Intel,1269.99,6.0
11621,-79.330475,-54.18344,Apple,3043.99,8.0
11622,25.174978,159.72386,Intel,2181.99,8.0
11623,-117.41813,-1.5005687,Intel,1633.99,6.0
11624,-127.44723,140.5167,Intel,1661.99,6.0
11625,41.415657,-86.9412,Intel,2492.99,16.0
11626,-121.27105,-107.66481,AMD,2051.99,8.0
11627,-26.932652,52.914967,Intel,2006.99,12.0
11628,124.5869,189.10515,AMD,2538.99,8.0
11629,73.460655,142.07138,AMD,1092.99,6.0
11630,25.174978,159.72386,AMD,2326.99,8.0
11631,-191.78355,86.60471,Intel,2072.99,8.0
11632,27.023136,-55.92088,Intel,1912.99,6.0
11633,-163.92444,44.249107,Intel,1481.99,4.0
11634,-59.08689,-136.44429,AMD,3024.99,16.0
11635,-5.1918755,-215.4494,Intel,1160.99,8.0
11636,192.85696,9.836803,Intel,1109.99,6.0
11637,106.09195,-112.53589,AMD,1719.99,12.0
11638,-59.19924,190.70488,Intel,894.99,4.0
11639,8.961985,-149.33727,Apple,2269.99,8.0
11640,72.799515,-11.755428,Intel,927.99,6.0
11641,69.95296,51.493423,AMD,2284.99,16.0
11642,-117.41813,-1.5005687,Intel,1233.99,8.0
11643,-76.11719,146.84181,,,
11644,138.78665,-105.65784,AMD,1166.99,4.0
11645,-42.728493,-58.557636,AMD,1281.99,8.0
11646,-102.927925,-220.19035,Intel,1551.99,6.0
11647,-138.61241,-79.92062,Apple,2536.99,12.0
11648,155.03633,69.44031,Intel,2565.99,18.0
11649,111.27596,29.251156,Intel,1679.99,8.0
11650,72.799515,-11.755428,Intel,2285.99,8.0
11651,-63.092876,99.21578,,,
11652,51.532875,-153.95615,AMD,1223.99,6.0
11653,119.80596,-28.317152,AMD,2480.99,18.0
11654,70.684944,-195.79558,AMD,1935.99,6.0
11655,139.09796,24.327951,AMD,1972.99,8.0
11656,51.532875,-153.95615,Intel,1889.99,8.0
11657,76.7795,-106.694885,Intel,1812.99,8.0
11658,69.95296,51.493423,AMD,1240.99,4.0
11659,155.03633,69.44031,Apple,2289.99,12.0
11660,-167.56973,128.09465,Intel,1425.99,4.0
11661,38.79129,104.69,Intel,2406.99,12.0
11662,2.368884,-77.704285,AMD,1892.99,8.0
11663,51.532875,-153.95615,Intel,2551.99,16.0
11664,-26.932652,52.914967,Intel,1717.99,12.0
11665,211.36565,-93.32966,AMD,1975.99,12.0
11666,-202.0311,-46.582745,Intel,1606.99,8.0
11667,-191.78355,86.60471,Intel,1796.99,14.0
11668,216.1689,-19.825731,Intel,1116.99,8.0
11669,-75.193504,-90.70078,Intel,1425.99,12.0
11670,4.795197,-195.55893,AMD,2090.99,12.0
11671,-167.56973,128.09465,Intel,2109.99,16.0
11672,2.9571,-48.80259,AMD,1390.99,6.0
11673,114.204666,-67.645,Intel,1575.99,8.0
11674,54.627926,-27.35285,,,
11675,124.5869,189.10515,Intel,1335.99,4.0
11676,38.79129,104.69,Apple,2906.99,12.0
11677,162.37672,-10.714013,Intel,2321.99,8.0
11678,18.66861,-15.195471,Intel,2419.99,12.0
11679,-55.45012,-2.2019682,AMD,1345.99,4.0
11680,-92.951225,-117.00025,Apple,3073.99,12.0
11681,135.43745,4.080253,Intel,1597.99,6.0
11682,36.433537,43.464584,AMD,1198.99,6.0
11683,-177.87262,-93.55102,Intel,1823.99,10.0
11684,-171.85535,-40.113663,Intel,929.99,8.0
11685,-141.2214,66.210365,Intel,2010.99,8.0
11686,162.37672,-10.714013,Intel,2640.99,12.0
11687,-26.932652,52.914967,Apple,2122.99,6.0
11688,111.27596,29.251156,Intel,2312.99,12.0
11689,14.336592,-119.64362,AMD,1946.99,6.0
11690,51.532875,-153.95615,Intel,1133.99,4.0
11691,-59.19924,190.70488,AMD,2005.99,10.0
11692,-189.5104,-73.615105,Intel,2197.99,12.0
11693,76.7795,-106.694885,Apple,2479.99,12.0
11694,73.460655,142.07138,Intel,1260.99,4.0
11695,-163.92444,44.249107,Intel,1829.99,10.0
11696,-121.27105,-107.66481,Intel,3003.99,18.0
11697,-202.0311,-46.582745,AMD,1678.99,10.0
11698,28.119934,10.864294,Intel,1762.99,12.0
11699,25.174978,159.72386,Intel,1620.99,6.0
11700,-191.78355,86.60471,Intel,1086.99,4.0
11701,-163.92444,44.249107,Intel,1428.99,10.0
11702,-132.88757,94.4211,AMD,2247.99,12.0
11703,-55.45012,-2.2019682,AMD,2164.99,8.0
11704,-148.64278,-128.52538,,,
11705,38.79129,104.69,AMD,2003.99,8.0
11706,-8.483483,20.169714,,,
11707,14.336592,-119.64362,Intel,1527.99,8.0
11708,-59.19924,190.70488,Intel,1961.99,6.0
11709,-70.22702,-183.49846,Intel,1627.99,10.0
11710,138.78665,-105.65784,Intel,1900.99,8.0
11711,-132.88757,94.4211,Intel,1934.99,8.0
11712,-138.61241,-79.92062,Intel,1356.99,4.0
11713,36.433537,43.464584,AMD,1305.99,10.0
11714,211.36565,-93.32966,AMD,1063.99,10.0
11715,170.6518,-80.06027,AMD,1780.99,16.0
11716,-76.11719,146.84181,AMD,2286.99,12.0
11717,228.73924,32.930912,AMD,1464.99,8.0
11718,25.174978,159.72386,Intel,2480.99,12.0
11719,-132.88757,94.4211,AMD,1770.99,6.0
11720,164.88118,-139.8018,Intel,1772.99,8.0
11721,211.36565,-93.32966,Intel,2958.99,18.0
11722,-116.72358,-51.475933,Intel,2185.99,8.0
11723,76.7795,-106.694885,Apple,1966.99,6.0
11724,-59.08689,-136.44429,Apple,2673.99,10.0
11725,115.89987,98.75971,Intel,3009.99,12.0
11726,21.911768,-214.85094,AMD,2831.99,12.0
11727,14.336592,-119.64362,Intel,1236.99,8.0
11728,70.684944,-195.79558,AMD,1446.99,6.0
11729,216.1689,-19.825731,,,
11730,-18.339767,117.34836,Intel,1263.99,4.0
11731,-12.155946,210.0827,Apple,2329.99,6.0
11732,-29.570103,90.67899,,,
11733,-191.78355,86.60471,AMD,2641.99,16.0
11734,38.79129,104.69,AMD,2042.99,4.0
11735,38.88242,-197.37422,AMD,2280.99,14.0
11736,73.460655,142.07138,AMD,1508.99,8.0
11737,-14.525089,-166.43118,Intel,916.99,6.0
11738,155.40741,184.36317,AMD,2448.99,12.0
11739,-127.44723,140.5167,Intel,2252.99,12.0
11740,211.7444,73.75276,AMD,1689.99,12.0
11741,156.89346,-48.604263,AMD,1837.99,10.0
11742,-95.57279,53.085003,Intel,1979.99,6.0
11743,111.27596,29.251156,Intel,1603.99,8.0
11744,-26.932652,52.914967,Apple,1781.99,8.0
11745,-8.483483,20.169714,Intel,2354.99,16.0
11746,14.336592,-119.64362,AMD,2959.99,16.0
11747,2.9571,-48.80259,Intel,1888.99,8.0
11748,25.174978,159.72386,Intel,1618.99,6.0
11749,-132.88757,94.4211,AMD,1412.99,6.0
11750,158.8881,32.259594,Apple,1351.99,4.0
11751,-117.41813,-1.5005687,Intel,2326.99,12.0
11752,-202.0311,-46.582745,,,
11753,38.79129,104.69,AMD,2841.99,18.0
11754,-188.02707,-1.9425212,AMD,1243.99,6.0
11755,89.25702,-24.827797,Intel,1418.99,6.0
11756,-0.0064946497,87.426346,AMD,1350.99,4.0
11757,-26.932652,52.914967,AMD,2770.99,16.0
11758,-117.41813,-1.5005687,Intel,1581.99,6.0
11759,-18.339767,117.34836,Intel,1463.99,6.0
11760,-0.0064946497,87.426346,Intel,2219.99,12.0
11761,-117.41813,-1.5005687,Intel,2000.99,16.0
11762,-109.34416,-146.87877,AMD,2615.99,16.0
11763,158.8881,32.259594,Apple,3001.99,16.0
11764,89.25702,-24.827797,AMD,2497.99,16.0
11765,193.96658,124.20094,AMD,1979.99,12.0
11766,-18.339767,117.34836,,,
11767,-105.62371,191.73529,Apple,2540.99,16.0
11768,-26.932652,52.914967,AMD,1004.99,4.0
11769,-33.290726,-82.4468,Intel,2483.99,12.0
11770,103.026215,-96.11276,Intel,2007.99,8.0
11771,115.89987,98.75971,Intel,1418.99,6.0
11772,156.89346,-48.604263,AMD,2261.99,12.0
11773,51.532875,-153.95615,Intel,2205.99,12.0
11774,211.36565,-93.32966,Intel,1543.99,4.0
11775,-59.19924,190.70488,Apple,1862.99,8.0
11776,-151.1001,-50.933132,Intel,1530.99,6.0
11777,-12.155946,210.0827,Intel,2146.99,14.0
11778,-75.193504,-90.70078,Intel,2137.99,10.0
11779,115.89987,98.75971,Intel,1353.99,6.0
11780,54.627926,-27.35285,Intel,1358.99,10.0
11781,69.95296,51.493423,Apple,2359.99,14.0
11782,69.95296,51.493423,AMD,1895.99,8.0
11783,-128.80588,-184.34386,AMD,1987.99,8.0
11784,116.557526,149.48665,AMD,2065.99,18.0
11785,-26.932652,52.914967,Intel,2020.99,4.0
11786,76.7795,-106.694885,Intel,1679.99,8.0
11787,115.89987,98.75971,AMD,2378.99,12.0
11788,18.66861,-15.195471,Apple,2179.99,8.0
11789,-63.092876,99.21578,Intel,1060.99,6.0
11790,-151.47789,12.102434,AMD,1690.99,12.0
11791,-104.9796,160.82092,AMD,1167.99,8.0
11792,-117.41813,-1.5005687,Intel,1717.99,12.0
11793,-45.7748,-32.792492,Apple,2681.99,10.0
11794,2.9571,-48.80259,Intel,1564.99,6.0
11795,-59.08689,-136.44429,Apple,3057.99,20.0
11796,211.36565,-93.32966,AMD,1955.99,10.0
11797,69.95296,51.493423,Intel,2738.99,18.0
11798,-95.57279,53.085003,Apple,1999.99,6.0
11799,-83.59746,-164.01315,Intel,1544.99,6.0
11800,192.85696,9.836803,AMD,1468.99,12.0
11801,111.27596,29.251156,Apple,2404.99,12.0
11802,-121.27105,-107.66481,,,
11803,38.79129,104.69,Intel,929.99,6.0
11804,-42.728493,-58.557636,Intel,1715.99,14.0
11805,-155.80037,-23.064732,AMD,1349.99,10.0
11806,-47.557262,134.45506,Intel,2327.99,14.0
11807,41.415657,-86.9412,AMD,2351.99,12.0
11808,101.15625,-135.50339,Intel,1885.99,12.0
11809,-163.92444,44.249107,Intel,2118.99,16.0
11810,119.80596,-28.317152,Intel,1774.99,12.0
11811,-132.88757,94.4211,Intel,1931.99,10.0
11812,2.368884,-77.704285,AMD,1483.99,4.0
11813,-63.092876,99.21578,Intel,2656.99,16.0
11814,-55.45012,-2.2019682,AMD,2229.99,14.0
11815,111.27596,29.251156,AMD,1878.99,8.0
11816,-202.0311,-46.582745,AMD,1440.99,6.0
11817,73.460655,142.07138,AMD,1577.99,10.0
11818,-26.932652,52.914967,AMD,1694.99,8.0
11819,36.948383,15.437611,Intel,3012.99,12.0
11820,-155.42305,-98.2083,Intel,1137.99,6.0
11821,-49.336617,-112.47859,Intel,1767.99,12.0
11822,-47.557262,134.45506,Apple,1486.99,4.0
11823,69.95296,51.493423,AMD,1794.99,10.0
11824,93.63101,-6.1728163,AMD,1460.99,6.0
11825,33.81923,210.94495,Intel,1838.99,8.0
11826,90.19474,-46.550915,AMD,1537.99,8.0
11827,-117.41813,-1.5005687,Intel,1852.99,12.0
11828,-63.092876,99.21578,AMD,1611.99,4.0
11829,-144.6844,-161.46312,AMD,1495.99,6.0
11830,63.965977,-126.999466,Intel,2481.99,16.0
11831,188.48627,-16.337385,Intel,2019.99,10.0
11832,78.89363,92.89945,Intel,1660.99,10.0
11833,-64.82087,-168.10849,Intel,1600.99,10.0
11834,41.415657,-86.9412,AMD,2980.99,16.0
11835,-105.62371,191.73529,Intel,870.99,6.0
11836,124.5869,189.10515,Intel,1628.99,8.0
11837,-55.45012,-2.2019682,Intel,1550.99,6.0
11838,-117.41813,-1.5005687,Intel,2248.99,12.0
11839,162.37672,-10.714013,Intel,2487.99,14.0
11840,68.01985,-64.95911,Intel,1931.99,4.0
11841,72.67448,-26.391464,Intel,1219.99,12.0
11842,48.68656,-51.428455,Intel,1879.99,16.0
11843,211.36565,-93.32966,Intel,1622.99,6.0
11844,-68.184,-201.67531,,,
11845,216.1689,-19.825731,Apple,2266.99,12.0
11846,193.96658,124.20094,Intel,2947.99,16.0
11847,-18.339767,117.34836,Intel,1586.99,6.0
11848,5.270315,2.6134632,,,
11849,-55.45012,-2.2019682,AMD,1188.99,8.0
11850,38.79129,104.69,AMD,2190.99,16.0
11851,-234.40793,-61.12375,AMD,1689.99,8.0
11852,69.95296,51.493423,Intel,1119.99,6.0
11853,-55.45012,-2.2019682,Intel,2129.99,14.0
11854,119.80596,-28.317152,,,
11855,211.7444,73.75276,AMD,1575.99,8.0
11856,-37.628265,-204.37656,AMD,1964.99,4.0
11857,111.27596,29.251156,Intel,1526.99,4.0
11858,-163.92444,44.249107,Intel,2333.99,16.0
11859,164.88118,-139.8018,AMD,1744.99,10.0
11860,69.95296,51.493423,Intel,1629.99,12.0
11861,138.78665,-105.65784,Intel,1899.99,8.0
11862,-16.0226,-1.0613492,Intel,1725.99,6.0
11863,-55.45012,-2.2019682,AMD,832.99,8.0
11864,115.89987,98.75971,Intel,2094.99,12.0
11865,-95.57279,53.085003,Intel,1747.99,12.0
11866,-167.56973,128.09465,AMD,1267.99,4.0
11867,38.79129,104.69,Intel,1984.99,12.0
11868,112.93614,-1.732335,AMD,1410.99,6.0
11869,182.15721,-32.804153,Intel,2308.99,10.0
11870,38.79129,104.69,Intel,1583.99,8.0
11871,-164.81734,-70.71643,AMD,1440.99,6.0
11872,27.023136,-55.92088,Intel,1517.99,8.0
11873,-95.57279,53.085003,AMD,1720.99,8.0
11874,-14.525089,-166.43118,AMD,1193.99,6.0
11875,-14.525089,-166.43118,Intel,2268.99,16.0
11876,-102.927925,-220.19035,Intel,1628.99,10.0
11877,-167.56973,128.09465,AMD,1520.99,4.0
11878,79.20573,190.68204,Apple,3009.99,12.0
11879,41.415657,-86.9412,Apple,2513.99,18.0
11880,112.93614,-1.732335,Intel,1567.99,8.0
11881,46.856403,27.105167,,,
11882,-42.728493,-58.557636,AMD,1013.99,6.0
11883,184.90054,-111.76491,Intel,2542.99,12.0
11884,155.03633,69.44031,Intel,2816.99,18.0
11885,-26.932652,52.914967,AMD,1359.99,6.0
11886,36.959576,-6.3065734,Intel,1567.99,6.0
11887,38.79129,104.69,Intel,2025.99,8.0
11888,-14.525089,-166.43118,,,
11889,-191.78355,86.60471,Intel,2042.99,6.0
11890,-63.092876,99.21578,AMD,1885.99,4.0
11891,155.03633,69.44031,AMD,2153.99,12.0
11892,-11.708985,-240.31006,AMD,1770.99,4.0
11893,43.85144,-63.43093,AMD,2005.99,12.0
11894,-55.45012,-2.2019682,Intel,2928.99,14.0
11895,-164.81734,-70.71643,Intel,1663.99,8.0
11896,-167.56973,128.09465,Apple,2375.99,12.0
11897,-95.57279,53.085003,AMD,1097.99,6.0
11898,-59.08689,-136.44429,Intel,1787.99,8.0
11899,-141.2214,66.210365,Intel,1123.99,6.0
11900,-202.0311,-46.582745,Intel,1816.99,6.0
11901,115.89987,98.75971,Intel,1829.99,8.0
11902,-106.98069,-85.230606,AMD,2485.99,14.0
11903,114.204666,-67.645,AMD,2056.99,12.0
11904,-105.62371,191.73529,Intel,2724.99,12.0
11905,-37.628265,-204.37656,AMD,1862.99,12.0
11906,38.79129,104.69,Intel,1408.99,8.0
11907,19.557577,54.79695,AMD,2051.99,16.0
11908,112.93614,-1.732335,Intel,2351.99,12.0
11909,-63.092876,99.21578,Apple,1933.99,12.0
11910,-59.08689,-136.44429,Intel,2300.99,16.0
11911,25.174978,159.72386,Apple,1717.99,8.0
11912,76.7795,-106.694885,AMD,2105.99,14.0
11913,-95.57279,53.085003,AMD,1727.99,6.0
11914,38.79129,104.69,AMD,1151.99,8.0
11915,-64.82087,-168.10849,AMD,1700.99,8.0
11916,190.00186,44.638344,AMD,1604.99,6.0
11917,115.89987,98.75971,Intel,1479.99,6.0
11918,115.89987,98.75971,,,
11919,-26.932652,52.914967,Intel,2268.99,14.0
11920,14.336592,-119.64362,AMD,2100.99,8.0
11921,-138.61241,-79.92062,Intel,1522.99,10.0
11922,54.627926,-27.35285,Intel,1566.99,6.0
11923,-117.41813,-1.5005687,Intel,1785.99,12.0
11924,25.174978,159.72386,AMD,1572.99,8.0
11925,-12.155946,210.0827,AMD,2579.99,16.0
11926,190.00186,44.638344,Intel,1235.99,4.0
11927,14.336592,-119.64362,Apple,2029.99,12.0
11928,78.89363,92.89945,Intel,2014.99,8.0
11929,-106.98069,-85.230606,Apple,1024.99,6.0
11930,-26.932652,52.914967,Intel,1105.99,6.0
11931,-117.41813,-1.5005687,Apple,1816.99,6.0
11932,-94.122734,-197.61584,Intel,2023.99,14.0
11933,-117.41813,-1.5005687,Intel,1562.99,6.0
11934,216.1689,-19.825731,AMD,1651.99,8.0
11935,14.336592,-119.64362,Intel,1054.99,4.0
11936,-95.57279,53.085003,Intel,1397.99,8.0
11937,-95.57279,53.085003,Intel,1762.99,12.0
11938,-188.02707,-1.9425212,AMD,1248.99,6.0
11939,41.415657,-86.9412,Intel,2531.99,16.0
11940,-117.41813,-1.5005687,Intel,2191.99,8.0
11941,4.795197,-195.55893,AMD,2630.99,12.0
11942,25.174978,159.72386,AMD,2535.99,18.0
11943,155.03633,69.44031,AMD,1274.99,8.0
11944,-55.45012,-2.2019682,,,
11945,-117.41813,-1.5005687,AMD,1618.99,8.0
11946,-20.481606,-75.195366,Intel,1145.99,6.0
11947,-12.155946,210.0827,Intel,1630.99,8.0
11948,-106.98069,-85.230606,Intel,2323.99,16.0
11949,79.20573,190.68204,AMD,1548.99,4.0
11950,51.532875,-153.95615,Intel,1433.99,6.0
11951,-191.78355,86.60471,AMD,2225.99,16.0
11952,14.336592,-119.64362,Intel,2056.99,8.0
11953,-233.11938,-26.603207,Intel,4605.99,12.0
11954,2.368884,-77.704285,Apple,2250.99,8.0
11955,-26.932652,52.914967,Intel,2146.99,12.0
11956,-26.932652,52.914967,AMD,1800.99,14.0
11957,-163.92444,44.249107,,,
11958,-95.57279,53.085003,Intel,1237.99,4.0
11959,-155.80037,-23.064732,Intel,2878.99,16.0
11960,121.72536,-142.33524,Intel,2583.99,16.0
11961,-26.932652,52.914967,AMD,1897.99,12.0
11962,116.557526,149.48665,AMD,1104.99,8.0
11963,51.532875,-153.95615,AMD,2274.99,8.0
11964,68.01985,-64.95911,,,
11965,115.89987,98.75971,Intel,2346.99,12.0
11966,-127.44723,140.5167,Intel,2261.99,12.0
11967,-70.27155,-35.476627,Intel,1715.99,10.0
11968,-55.45012,-2.2019682,Apple,1723.99,14.0
11969,-188.02707,-1.9425212,AMD,1576.99,6.0
11970,108.95303,-208.03511,,,
11971,138.78665,-105.65784,Intel,1334.99,6.0
11972,-23.716278,159.64517,Intel,2555.99,18.0
11973,25.174978,159.72386,Intel,3264.99,16.0
11974,-163.92444,44.249107,Intel,2363.99,12.0
11975,-12.155946,210.0827,Intel,2202.99,12.0
11976,-95.57279,53.085003,Apple,2874.99,14.0
11977,2.368884,-77.704285,AMD,2261.99,12.0
11978,115.89987,98.75971,AMD,1608.99,4.0
11979,4.795197,-195.55893,Intel,1486.99,6.0
11980,-55.45012,-2.2019682,Intel,2042.99,8.0
11981,-55.45012,-2.2019682,Intel,2222.99,16.0
11982,2.368884,-77.704285,Intel,2827.99,14.0
11983,-132.88757,94.4211,Intel,2024.99,8.0
11984,-26.932652,52.914967,Intel,1828.99,16.0
11985,119.80596,-28.317152,Intel,1245.99,4.0
11986,197.2243,-57.802647,Intel,1368.99,6.0
11987,122.53088,53.225838,Intel,1745.99,4.0
11988,-55.45012,-2.2019682,AMD,993.99,4.0
11989,-105.62371,191.73529,Intel,1499.99,8.0
11990,38.79129,104.69,AMD,6782.99,14.0
11991,-59.08689,-136.44429,AMD,1665.99,10.0
11992,-188.02707,-1.9425212,Intel,1403.99,6.0
11993,2.368884,-77.704285,Apple,2252.99,6.0
11994,-190.48018,-122.6472,Intel,1250.99,8.0
11995,-59.08689,-136.44429,AMD,1487.99,6.0
11996,-47.557262,134.45506,Intel,1321.99,6.0
11997,-22.345722,-100.17096,Apple,1778.99,6.0
11998,90.19474,-46.550915,AMD,1789.99,4.0
11999,-76.11719,146.84181,Intel,3013.99,16.0
12000,41.415657,-86.9412,AMD,1608.99,8.0
12001,25.174978,159.72386,Intel,1973.99,8.0
12002,159.33344,150.33112,Intel,2049.99,8.0
12003,155.03633,69.44031,Apple,2591.99,16.0
12004,116.557526,149.48665,Intel,2176.99,16.0
12005,146.26274,-166.28937,Apple,2377.99,18.0
12006,-11.708985,-240.31006,AMD,2403.99,12.0
12007,14.336592,-119.64362,Intel,1288.99,8.0
12008,-83.59746,-164.01315,AMD,1694.99,8.0
